1,0.0003199577331542969
2,0.00022077560424804688
3,0.00016188621520996094
4,0.0006279945373535156
5,0.0006110668182373047
6,0.0006768703460693359
7,0.0008728504180908203
8,0.0008392333984375
9,0.0008797645568847656
10,0.001024007797241211
11,0.0011038780212402344
12,0.0010869503021240234
13,0.0011320114135742188
14,0.011893033981323242
15,0.42409491539001465
16,0.09946203231811523
17,0.034262895584106445
18,4.053671836853027
19,1.422044038772583
20,0.5259509086608887
21,20.345918893814087
22,11.094053030014038
23,1.1156439781188965
24,2.5337021350860596
25,0.3489360809326172
26,0.06026411056518555
27,8.519271850585938
28,2.2614870071411133
29,2.993288993835449
30,2.4319400787353516
31,0.6445801258087158
32,22.845792055130005
33,2.874746084213257
34,0.900444746017456
35,2.122614860534668
36,1.4907441139221191
37,10.270750999450684
38,2.4090588092803955
39,3.191577196121216
40,7.097378969192505
41,0.6614971160888672
42,2.686854839324951
43,6.736295938491821
44,2.515023946762085
45,7.229453086853027
46,13.47350001335144
47,2.160144805908203
48,1.6751949787139893
49,1.9347810745239258
50,0.5857069492340088
51,9.02478575706482
52,1.6297168731689453
53,1.6284148693084717
54,1.5278100967407227
55,19.761889934539795
