n=1: 1.1920928955078125e-05,8.344650268554688e-06,6.9141387939453125e-06,6.9141387939453125e-06,6.198883056640625e-06
n=2: 1.0728836059570312e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05
n=3: 1.5735626220703125e-05,1.6927719116210938e-05,1.71661376953125e-05,1.5735626220703125e-05,1.71661376953125e-05
n=4: 2.193450927734375e-05,2.2172927856445312e-05,2.193450927734375e-05,2.2172927856445312e-05,2.193450927734375e-05
n=5: 2.7894973754882812e-05,2.8133392333984375e-05,2.7894973754882812e-05,2.7894973754882812e-05,2.8133392333984375e-05
n=6: 3.3855438232421875e-05,3.409385681152344e-05,3.409385681152344e-05,3.314018249511719e-05,3.3855438232421875e-05
n=7: 3.981590270996094e-05,3.910064697265625e-05,3.790855407714844e-05,3.910064697265625e-05,3.910064697265625e-05
n=8: 4.410743713378906e-05,4.38690185546875e-05,4.38690185546875e-05,4.38690185546875e-05,4.410743713378906e-05
n=9: 5.0067901611328125e-05,5.0067901611328125e-05,4.887580871582031e-05,4.887580871582031e-05,4.935264587402344e-05
n=10: 5.4836273193359375e-05,5.412101745605469e-05,5.3882598876953125e-05,5.507469177246094e-05,5.4836273193359375e-05
n=11: 6.079673767089844e-05,6.103515625e-05,5.984306335449219e-05,6.103515625e-05,0.00011968612670898438
n=12: 6.914138793945312e-05,6.723403930664062e-05,6.699562072753906e-05,6.198883056640625e-05,6.198883056640625e-05
n=13: 6.699562072753906e-05,6.67572021484375e-05,6.699562072753906e-05,6.699562072753906e-05,6.67572021484375e-05
n=14: 7.104873657226562e-05,7.224082946777344e-05,7.295608520507812e-05,7.200241088867188e-05,7.200241088867188e-05
n=15: 7.700920104980469e-05,7.700920104980469e-05,7.700920104980469e-05,7.724761962890625e-05,7.700920104980469e-05
n=16: 8.177757263183594e-05,8.106231689453125e-05,8.106231689453125e-05,8.177757263183594e-05,8.296966552734375e-05
n=17: 8.702278137207031e-05,8.606910705566406e-05,8.606910705566406e-05,8.702278137207031e-05,8.606910705566406e-05
n=18: 9.179115295410156e-05,9.417533874511719e-05,9.083747863769531e-05,9.417533874511719e-05,9.083747863769531e-05
n=19: 9.703636169433594e-05,9.608268737792969e-05,9.584426879882812e-05,9.775161743164062e-05,9.894371032714844e-05
n=20: 0.00010275840759277344,0.00010204315185546875,0.00010204315185546875,0.00010204315185546875,0.00010204315185546875
n=21: 0.00010800361633300781,0.00010895729064941406,0.0006799697875976562,0.0006368160247802734,0.0002989768981933594
n=22: 0.00011301040649414062,0.00011301040649414062,0.00011205673217773438,0.00011205673217773438,0.00019693374633789062
n=23: 0.00012087821960449219,0.0001647472381591797,0.0001289844512939453,0.0001461505889892578,0.0002961158752441406
n=24: 0.0002300739288330078,0.00014400482177734375,0.0003142356872558594,0.0001239776611328125,0.00020003318786621094
n=25: 0.00014591217041015625,0.00012803077697753906,0.00012803077697753906,0.00013685226440429688,0.0001709461212158203
n=26: 0.00014209747314453125,0.00013399124145507812,0.00014901161193847656,0.00020885467529296875,0.0001678466796875
n=27: 0.00018095970153808594,0.0002028942108154297,0.00014019012451171875,0.00014519691467285156,0.00014519691467285156
n=28: 0.00015282630920410156,0.00017714500427246094,0.0001442432403564453,0.0001499652862548828,0.00017118453979492188
n=29: 0.0001480579376220703,0.00014901161193847656,0.0001499652862548828,0.0001499652862548828,0.00014710426330566406
n=30: 0.0001518726348876953,0.00015211105346679688,0.00015211105346679688,0.0001518726348876953,0.00015211105346679688
n=31: 0.00015807151794433594,0.00015616416931152344,0.00015282630920410156,0.00015401840209960938,0.00015473365783691406
n=32: 0.00015592575073242188,0.00015616416931152344,0.0001590251922607422,0.00016164779663085938,0.00016307830810546875
n=33: 0.0001659393310546875,0.00016188621520996094,0.0001621246337890625,0.0001609325408935547,0.0001609325408935547
n=34: 0.00016689300537109375,0.00016689300537109375,0.0001690387725830078,0.00016617774963378906,0.00016689300537109375
n=35: 0.00017213821411132812,0.00017404556274414062,0.0001709461212158203,0.0001709461212158203,0.00017309188842773438
n=36: 0.0001761913299560547,0.0001761913299560547,0.00017595291137695312,0.0001761913299560547,0.00017690658569335938
n=37: 0.0001819133758544922,0.00018215179443359375,0.0001819133758544922,0.00018215179443359375,0.0001900196075439453
n=38: 0.00018787384033203125,0.0001900196075439453,0.00018930435180664062,0.00018668174743652344,0.0001862049102783203
n=39: 0.0001919269561767578,0.00019216537475585938,0.0001919269561767578,0.00019121170043945312,0.00018906593322753906
n=40: 0.00019407272338867188,0.00019288063049316406,0.00019311904907226562,0.00019598007202148438,0.00019407272338867188
n=41: 0.00019788742065429688,0.00019812583923339844,0.00019812583923339844,0.00019788742065429688,0.00019979476928710938
n=42: 0.00021028518676757812,0.00021314620971679688,0.0002129077911376953,0.0002148151397705078,0.00021409988403320312
n=43: 0.00021910667419433594,0.00021457672119140625,0.00020694732666015625,0.0002079010009765625,0.0002079010009765625
n=44: 0.00021195411682128906,0.000225067138671875,0.0002238750457763672,0.00022292137145996094,0.0002231597900390625
n=45: 0.0002639293670654297,0.00022292137145996094,0.00022101402282714844,0.00022602081298828125,0.0002880096435546875
n=46: 0.000225067138671875,0.00022411346435546875,0.000225067138671875,0.00022101402282714844,0.0002181529998779297
n=47: 0.00022292137145996094,0.00022411346435546875,0.00022602081298828125,0.00022459030151367188,0.00022721290588378906
n=48: 0.0002319812774658203,0.00023031234741210938,0.00022673606872558594,0.00022721290588378906,0.00022983551025390625
n=49: 0.00023603439331054688,0.0002319812774658203,0.0002319812774658203,0.0002319812774658203,0.00023102760314941406
n=50: 0.00023818016052246094,0.00023603439331054688,0.00023484230041503906,0.00023794174194335938,0.00023508071899414062
n=51: 0.000244140625,0.0002429485321044922,0.00024008750915527344,0.0002410411834716797,0.0002548694610595703
n=52: 0.0002448558807373047,0.00025010108947753906,0.00024819374084472656,0.00024819374084472656,0.0002448558807373047
n=53: 0.0002541542053222656,0.00025391578674316406,0.0002639293670654297,0.0002510547637939453,0.00025081634521484375
n=54: 0.0002548694610595703,0.0002551078796386719,0.0002551078796386719,0.0002551078796386719,0.00025391578674316406
n=55: 0.0002598762512207031,0.00025916099548339844,0.0002617835998535156,0.00028204917907714844,0.00027823448181152344
n=56: 0.0002779960632324219,0.0002808570861816406,0.0002779960632324219,0.00028324127197265625,0.00026988983154296875
n=57: 0.0002720355987548828,0.0003421306610107422,0.0002841949462890625,0.00026917457580566406,0.00026869773864746094
n=58: 0.0002779960632324219,0.0002732276916503906,0.0002727508544921875,0.0002727508544921875,0.0002741813659667969
n=59: 0.00027871131896972656,0.0002810955047607422,0.0002799034118652344,0.0002779960632324219,0.0002779960632324219
n=60: 0.00028204917907714844,0.0002827644348144531,0.00028324127197265625,0.0002849102020263672,0.0002930164337158203
n=61: 0.0002949237823486328,0.0002868175506591797,0.0002880096435546875,0.00028705596923828125,0.00029587745666503906
n=62: 0.00029206275939941406,0.000293731689453125,0.0002918243408203125,0.00029206275939941406,0.00029397010803222656
n=63: 0.00029730796813964844,0.0002968311309814453,0.0002970695495605469,0.00029587745666503906,0.0002968311309814453
n=64: 0.00030112266540527344,0.0003058910369873047,0.0003008842468261719,0.00030493736267089844,0.00030517578125
n=65: 0.0003139972686767578,0.00030612945556640625,0.0003097057342529297,0.0003063678741455078,0.00030493736267089844
